<root>
  <name value="Low Churn"/>
  <lot name="L1" capacity="200" count="0" weight="0.9" poi="A" order="1"/>
  <lot name="L2" capacity="200" count="0" weight="0.1" poi="A" order="1"/>
  <rate length="4H" arrival="50H" departure="40H"/>
  <rate length="4H" arrival="40H" departure="50H"/>
  <rate length="4H" arrival="50H" departure="40H"/>
  <rate length="4H" arrival="40H" departure="50H"/>
  <rate length="4H" arrival="50H" departure="40H"/>
  <rate length="4H" arrival="40H" departure="50H"/>
  <simulation monitored="0.1" search="0.0" arrival="0.9" departure="0.9" seed="3"/>
  <estimation error="0.5" interval="900.0" seed="None" search="1.0" monitored="0.0661040068924"/>
</root>

--------------------------
19.57 C L1 1
19.57 C L2 0
24.45 C L1 2
24.45 C L2 0
43.67 C L1 2
43.67 C L2 1
70.72 C L1 2
70.72 C L2 0
90.25 C L1 3
90.25 C L2 0
95.02 C L1 4
95.02 C L2 0
97.28 C L1 5
97.28 C L2 0
249.23 C L1 6
249.23 C L2 0
253.00 C L1 5
253.00 C L2 0
262.22 C L1 4
262.22 C L2 0
313.79 C L1 3
313.79 C L2 0
357.67 C L1 2
357.67 C L2 0
365.44 C L1 3
365.44 C L2 0
568.77 C L1 2
568.77 C L2 0
704.52 C L1 2
704.52 C L2 1
721.59 C L1 3
721.59 C L2 1
726.31 A L1
726.31 P L1 1.0 0:0.088 20:0.107 40:0.110 60:0.110 80:0.110 100:0.110 120:0.108 140:0.102 160:0.085 180:0.071
726.31 P L2 0.961082786959 0:0.109 20:0.093 40:0.098 60:0.099 80:0.099 100:0.099 120:0.099 140:0.098 160:0.093 180:0.113
726.31 C L1 4
726.31 C L2 1
764.36 C L1 5
764.36 C L2 1
869.55 D L1
869.55 P L1 1.0 0:0.067 20:0.104 40:0.114 60:0.117 80:0.117 100:0.116 120:0.113 140:0.104 160:0.087 180:0.062
869.55 P L2 0.952007555656 0:0.117 20:0.088 40:0.095 60:0.098 80:0.099 100:0.099 120:0.098 140:0.096 160:0.088 180:0.121
869.55 C L1 4
869.55 C L2 1
905.72 C L1 4
905.72 C L2 0
912.80 C L1 5
912.80 C L2 0
915.10 C L1 6
915.10 C L2 0
927.33 C L1 7
927.33 C L2 0
1156.71 C L1 8
1156.71 C L2 0
1209.57 C L1 9
1209.57 C L2 0
1279.26 C L1 9
1279.26 C L2 1
1370.99 C L1 10
1370.99 C L2 1
1424.01 C L1 11
1424.01 C L2 1
1486.46 C L1 12
1486.46 C L2 1
1490.92 C L1 13
1490.92 C L2 1
1491.46 D L2
1491.46 P L1 0.954952419385 0:0.101 20:0.087 40:0.104 60:0.112 80:0.114 100:0.112 120:0.107 140:0.096 160:0.077 180:0.091
1491.46 P L2 1.0 0:0.053 20:0.084 40:0.099 60:0.108 80:0.112 100:0.113 120:0.113 140:0.111 160:0.106 180:0.101
1491.46 C L1 13
1491.46 C L2 0
1522.22 C L1 13
1522.22 C L2 1
1586.89 C L1 14
1586.89 C L2 1
1592.90 C L1 14
1592.90 C L2 0
1620.06 C L1 15
1620.06 C L2 0
1646.78 C L1 16
1646.78 C L2 0
1661.72 C L1 17
1661.72 C L2 0
1689.70 C L1 18
1689.70 C L2 0
1726.06 C L1 17
1726.06 C L2 0
1829.00 C L1 18
1829.00 C L2 0
1883.30 C L1 19
1883.30 C L2 0
1897.90 C L1 20
1897.90 C L2 0
1920.64 C L1 19
1920.64 C L2 0
2016.07 C L1 20
2016.07 C L2 0
2055.26 C L1 21
2055.26 C L2 0
2055.60 C L1 21
2055.60 C L2 1
2062.77 C L1 21
2062.77 C L2 0
2096.63 C L1 22
2096.63 C L2 0
2121.19 A L1
2121.19 P L1 1.0 0:0.081 20:0.106 40:0.118 60:0.123 80:0.122 100:0.117 120:0.106 140:0.089 160:0.069 180:0.068
2121.19 P L2 0.989345441682 0:0.037 20:0.056 40:0.080 60:0.096 80:0.105 100:0.110 120:0.112 140:0.110 160:0.105 180:0.188
2121.19 C L1 23
2121.19 C L2 0
2145.54 C L1 24
2145.54 C L2 0
2185.93 C L1 23
2185.93 C L2 0
2230.74 C L1 24
2230.74 C L2 0
2256.40 C L1 25
2256.40 C L2 0
2263.36 C L1 24
2263.36 C L2 0
2441.39 C L1 23
2441.39 C L2 0
2457.83 C L1 24
2457.83 C L2 0
2461.17 C L1 23
2461.17 C L2 0
2461.85 D L1
2461.85 P L1 1.0 0:0.064 20:0.104 40:0.120 60:0.127 80:0.128 100:0.122 120:0.111 140:0.094 160:0.074 180:0.055
2461.85 P L2 0.981957695824 0:0.049 20:0.055 40:0.077 60:0.093 80:0.103 100:0.108 120:0.110 140:0.109 160:0.106 180:0.190
2461.85 C L1 22
2461.85 C L2 0
2490.00 C L1 21
2490.00 C L2 0
2570.77 C L1 22
2570.77 C L2 0
2580.36 C L1 23
2580.36 C L2 0
2586.84 C L1 24
2586.84 C L2 0
2618.00 C L1 25
2618.00 C L2 0
2624.85 C L1 24
2624.85 C L2 0
2633.27 C L1 25
2633.27 C L2 0
2666.91 C L1 26
2666.91 C L2 0
2738.15 C L1 25
2738.15 C L2 0
2783.21 C L1 26
2783.21 C L2 0
2799.84 C L1 25
2799.84 C L2 0
2806.53 C L1 24
2806.53 C L2 0
2827.69 C L1 25
2827.69 C L2 0
2849.58 C L1 26
2849.58 C L2 0
2927.74 C L1 27
2927.74 C L2 0
3023.01 C L1 28
3023.01 C L2 0
3023.37 A L1
3023.37 P L1 1.0 0:0.056 20:0.093 40:0.114 60:0.125 80:0.127 100:0.122 120:0.110 140:0.094 160:0.073 180:0.085
3023.37 P L2 0.976510572423 0:0.059 20:0.056 40:0.075 60:0.090 80:0.100 100:0.106 120:0.109 140:0.108 160:0.107 180:0.189
3023.37 C L1 29
3023.37 C L2 0
3030.90 A L1
3030.9 P L1 1.0 0:0.050 20:0.089 40:0.112 60:0.123 80:0.126 100:0.121 120:0.111 140:0.095 160:0.075 180:0.098
3030.9 P L2 0.972257381255 0:0.068 20:0.057 40:0.073 60:0.088 80:0.098 100:0.104 120:0.107 140:0.108 160:0.107 180:0.189
3030.90 C L1 30
3030.90 C L2 0
3040.21 C L1 31
3040.21 C L2 0
3054.61 D L1
3054.61 P L1 1.0 0:0.047 20:0.087 40:0.112 60:0.126 80:0.131 100:0.127 120:0.116 140:0.101 160:0.083 180:0.070
3054.61 P L2 0.968804496729 0:0.075 20:0.058 40:0.073 60:0.086 80:0.096 100:0.103 120:0.106 140:0.107 160:0.107 180:0.189
3054.61 C L1 30
3054.61 C L2 0
3119.06 C L1 29
3119.06 C L2 0
3259.46 C L1 30
3259.46 C L2 0
3364.46 C L1 29
3364.46 C L2 0
3386.22 C L1 30
3386.22 C L2 0
3422.60 A L1
3422.6 P L1 1.0 0:0.070 20:0.106 40:0.124 60:0.132 80:0.132 100:0.123 120:0.109 140:0.090 160:0.065 180:0.049
3422.6 P L2 0.965923217995 0:0.080 20:0.059 40:0.072 60:0.085 80:0.094 100:0.101 120:0.105 140:0.107 160:0.107 180:0.189
3422.60 C L1 31
3422.60 C L2 0
3450.59 C L1 30
3450.59 C L2 0
3556.24 C L1 29
3556.24 C L2 0
3615.74 C L1 28
3615.74 C L2 0
3624.81 C L1 27
3624.81 C L2 0
3677.49 C L1 26
3677.49 C L2 0
3682.81 C L1 27
3682.81 C L2 0
3697.48 C L1 26
3697.48 C L2 0
3745.45 C L1 25
3745.45 C L2 0
3767.40 C L1 26
3767.40 C L2 0
3767.54 C L1 25
3767.54 C L2 0
3781.01 C L1 25
3781.01 C L2 1
3781.49 C L1 25
3781.49 C L2 0
3826.45 C L1 26
3826.45 C L2 0
3840.57 C L1 25
3840.57 C L2 0
3864.65 C L1 24
3864.65 C L2 0
3921.69 C L1 25
3921.69 C L2 0
3936.61 C L1 26
3936.61 C L2 0
3957.81 C L1 27
3957.81 C L2 0
4037.75 C L1 26
4037.75 C L2 0
4051.80 C L1 27
4051.80 C L2 0
4052.30 C L1 28
4052.30 C L2 0
4068.80 C L1 27
4068.80 C L2 0
4069.28 C L1 28
4069.28 C L2 0
4077.88 C L1 29
4077.88 C L2 0
4111.63 C L1 30
4111.63 C L2 0
4139.55 C L1 29
4139.55 C L2 0
4192.75 C L1 29
4192.75 C L2 1
4201.41 C L1 30
4201.41 C L2 1
4265.83 C L1 30
4265.83 C L2 0
4283.12 C L1 31
4283.12 C L2 0
4292.58 C L1 31
4292.58 C L2 1
4355.53 C L1 31
4355.53 C L2 0
4322.6 P* L1 0.971153420336 0:0.089 20:0.098 40:0.118 60:0.127 80:0.127 100:0.120 120:0.106 140:0.087 160:0.064 180:0.063
4322.6 P* L2 0.963469491297 0:0.085 20:0.060 40:0.072 60:0.084 80:0.093 100:0.100 120:0.104 140:0.106 160:0.107 180:0.189
4384.36 A L1
4384.36 P L1 1.0 0:0.063 20:0.097 40:0.118 60:0.128 80:0.129 100:0.122 120:0.108 140:0.089 160:0.068 180:0.077
4384.36 P L2 0.961346791176 0:0.090 20:0.062 40:0.072 60:0.083 80:0.092 100:0.098 120:0.103 140:0.105 160:0.107 180:0.189
4384.36 C L1 32
4384.36 C L2 0
4410.61 C L1 31
4410.61 C L2 0
4438.42 D L1
4438.42 P L1 1.0 0:0.054 20:0.095 40:0.119 60:0.131 80:0.133 100:0.127 120:0.113 140:0.095 160:0.074 180:0.058
4438.42 P L2 0.959487262361 0:0.094 20:0.063 40:0.072 60:0.082 80:0.091 100:0.097 120:0.102 140:0.105 160:0.106 180:0.188
4438.42 C L1 30
4438.42 C L2 0
4463.97 C L1 29
4463.97 C L2 0
4485.47 C L1 30
4485.47 C L2 0
4510.45 D L1
4510.45 P L1 1.0 0:0.049 20:0.091 40:0.117 60:0.131 80:0.135 100:0.129 120:0.117 140:0.099 160:0.077 180:0.053
4510.45 P L2 0.957841366137 0:0.097 20:0.064 40:0.073 60:0.082 80:0.090 100:0.096 120:0.101 140:0.104 160:0.106 180:0.188
4510.45 C L1 29
4510.45 C L2 0
4620.58 C L1 30
4620.58 C L2 0
4646.31 C L1 29
4646.31 C L2 0
4659.39 C L1 30
4659.39 C L2 0
4713.38 C L1 31
4713.38 C L2 0
4726.97 C L1 30
4726.97 C L2 0
4822.95 C L1 31
4822.95 C L2 0
4895.25 C L1 31
4895.25 C L2 1
4995.38 C L1 30
4995.38 C L2 1
4995.59 C L1 30
4995.59 C L2 0
5036.81 C L1 31
5036.81 C L2 0
5039.53 C L1 32
5039.53 C L2 0
5062.33 C L1 31
5062.33 C L2 0
5099.63 C L1 32
5099.63 C L2 0
5118.77 C L1 33
5118.77 C L2 0
5146.87 C L1 34
5146.87 C L2 0
5203.82 C L1 33
5203.82 C L2 0
5287.55 C L1 34
5287.55 C L2 0
5324.96 C L1 33
5324.96 C L2 0
5335.36 C L1 32
5335.36 C L2 0
5351.14 C L1 31
5351.14 C L2 0
5400.49 C L1 30
5400.49 C L2 0
5429.87 C L1 31
5429.87 C L2 0
5521.44 C L1 32
5521.44 C L2 0
5527.85 C L1 31
5527.85 C L2 0
5586.79 C L1 32
5586.79 C L2 0
5603.69 C L1 33
5603.69 C L2 0
5605.70 C L1 34
5605.70 C L2 0
5610.13 C L1 35
5610.13 C L2 0
5665.43 C L1 34
5665.43 C L2 0
5410.45 P* L1 0.978242070514 0:0.069 20:0.085 40:0.111 60:0.126 80:0.130 100:0.126 120:0.114 140:0.096 160:0.074 180:0.068
5410.45 P* L2 0.956371827464 0:0.100 20:0.065 40:0.073 60:0.081 80:0.089 100:0.095 120:0.100 140:0.103 160:0.105 180:0.187
5667.86 D L1
5667.86 P L1 1.0 0:0.052 20:0.087 40:0.112 60:0.128 80:0.134 100:0.130 120:0.119 140:0.101 160:0.079 180:0.057
5667.86 P L2 0.955049907229 0:0.103 20:0.066 40:0.073 60:0.081 80:0.088 100:0.095 120:0.099 140:0.103 160:0.105 180:0.186
5667.86 C L1 33
5667.86 C L2 0
5684.07 C L1 32
5684.07 C L2 0
5688.86 C L1 31
5688.86 C L2 0
5697.65 C L1 31
5697.65 C L2 1
5719.90 C L1 32
5719.90 C L2 1
5726.98 C L1 33
5726.98 C L2 1
5727.25 C L1 34
5727.25 C L2 1
5729.93 C L1 35
5729.93 C L2 1
5745.22 C L1 35
5745.22 C L2 0
5746.06 C L1 35
5746.06 C L2 1
5813.29 C L1 35
5813.29 C L2 2
5949.84 C L1 36
5949.84 C L2 2
5969.63 C L1 36
5969.63 C L2 1
6031.89 C L1 37
6031.89 C L2 1
