<root>
  <name value="Low Churn"/>
  <lot name="L1" capacity="200" count="0" weight="0.9" poi="A" order="1"/>
  <lot name="L2" capacity="200" count="0" weight="0.1" poi="A" order="1"/>
  <rate length="4H" arrival="50H" departure="40H"/>
  <rate length="4H" arrival="40H" departure="50H"/>
  <rate length="4H" arrival="50H" departure="40H"/>
  <rate length="4H" arrival="40H" departure="50H"/>
  <rate length="4H" arrival="50H" departure="40H"/>
  <rate length="4H" arrival="40H" departure="50H"/>
  <simulation monitored="0.2" search="0.0" arrival="0.9" departure="0.9" seed="7"/>
  <estimation error="0.1" interval="900.0" seed="None" search="1.0" monitored="0.210534981019"/>
</root>

--------------------------
14.72 C L1 0
14.72 C L2 0
28.17 C L1 1
28.17 C L2 0
30.93 A L1
30.93 P L1 1.0 0:0.085 20:0.101 40:0.101 60:0.101 80:0.101 100:0.101 120:0.101 140:0.101 160:0.101 180:0.106
30.93 P L2 0.98679445091 0:0.100 20:0.099 40:0.100 60:0.100 80:0.100 100:0.100 120:0.100 140:0.100 160:0.099 180:0.105
30.93 C L1 2
30.93 C L2 0
83.80 C L1 1
83.80 C L2 0
157.19 C L1 2
157.19 C L2 0
160.62 A L1
160.62 P L1 1.0 0:0.077 20:0.102 40:0.102 60:0.102 80:0.102 100:0.102 120:0.102 140:0.102 160:0.102 180:0.107
160.62 P L2 0.984224198231 0:0.100 20:0.099 40:0.099 60:0.100 80:0.100 100:0.100 120:0.100 140:0.099 160:0.099 180:0.105
160.62 C L1 3
160.62 C L2 0
187.18 C L1 4
187.18 C L2 0
260.52 A L1
260.52 P L1 1.0 0:0.071 20:0.102 40:0.103 60:0.103 80:0.103 100:0.103 120:0.103 140:0.103 160:0.102 180:0.109
260.52 P L2 0.98292128304 0:0.100 20:0.099 40:0.099 60:0.100 80:0.100 100:0.100 120:0.100 140:0.099 160:0.099 180:0.105
260.52 C L1 5
260.52 C L2 0
277.13 C L1 6
277.13 C L2 0
340.55 C L1 7
340.55 C L2 0
349.39 C L1 6
349.39 C L2 0
426.99 C L1 7
426.99 C L2 0
436.04 A L1
436.04 P L1 1.0 0:0.078 20:0.104 40:0.105 60:0.105 80:0.105 100:0.105 120:0.105 140:0.105 160:0.102 180:0.088
436.04 P L2 0.982104583542 0:0.101 20:0.098 40:0.099 60:0.100 80:0.100 100:0.100 120:0.100 140:0.099 160:0.099 180:0.105
436.04 C L1 8
436.04 C L2 0
438.92 C L1 9
438.92 C L2 0
536.63 C L1 8
536.63 C L2 0
588.91 C L1 9
588.91 C L2 0
614.69 C L1 8
614.69 C L2 0
635.18 C L1 8
635.18 C L2 1
670.28 C L1 9
670.28 C L2 1
683.52 C L1 10
683.52 C L2 1
693.50 C L1 11
693.50 C L2 1
699.54 C L1 12
699.54 C L2 1
708.44 C L1 12
708.44 C L2 0
748.43 D L1
748.43 P L1 1.0 0:0.080 20:0.106 40:0.107 60:0.107 80:0.107 100:0.107 120:0.107 140:0.107 160:0.101 180:0.069
748.43 P L2 0.981532194541 0:0.101 20:0.098 40:0.099 60:0.100 80:0.100 100:0.100 120:0.100 140:0.099 160:0.098 180:0.106
748.43 C L1 11
748.43 C L2 0
772.18 C L1 10
772.18 C L2 0
799.62 C L1 9
799.62 C L2 0
822.72 C L1 9
822.72 C L2 1
874.81 C L1 9
874.81 C L2 0
891.93 C L1 10
891.93 C L2 0
928.59 A L1
928.59 P L1 1.0 0:0.084 20:0.109 40:0.110 60:0.110 80:0.110 100:0.110 120:0.110 140:0.108 160:0.097 180:0.052
928.59 P L2 0.981102612908 0:0.102 20:0.098 40:0.099 60:0.099 80:0.100 100:0.100 120:0.099 140:0.099 160:0.098 180:0.106
928.59 C L1 11
928.59 C L2 0
945.45 A L1
945.45 P L1 1.0 0:0.077 20:0.109 40:0.111 60:0.111 80:0.111 100:0.111 120:0.111 140:0.109 160:0.096 180:0.054
945.45 P L2 0.980764939847 0:0.102 20:0.097 40:0.099 60:0.099 80:0.100 100:0.100 120:0.099 140:0.099 160:0.097 180:0.107
945.45 C L1 12
945.45 C L2 0
957.26 A L1
957.26 P L1 1.0 0:0.072 20:0.109 40:0.112 60:0.112 80:0.112 100:0.112 120:0.111 140:0.109 160:0.095 180:0.057
957.26 P L2 0.980490499219 0:0.103 20:0.097 40:0.099 60:0.099 80:0.100 100:0.100 120:0.099 140:0.099 160:0.097 180:0.107
957.26 C L1 13
957.26 C L2 0
1011.07 C L1 12
1011.07 C L2 0
1025.81 C L1 13
1025.81 C L2 0
1051.82 D L1
1051.82 P L1 1.0 0:0.078 20:0.111 40:0.114 60:0.114 80:0.114 100:0.114 120:0.113 140:0.109 160:0.089 180:0.044
1051.82 P L2 0.980261749071 0:0.103 20:0.096 40:0.099 60:0.099 80:0.100 100:0.100 120:0.099 140:0.099 160:0.097 180:0.108
1051.82 C L1 12
1051.82 C L2 0
1070.98 C L1 13
1070.98 C L2 0
1079.50 D L1
1079.5 P L1 1.0 0:0.068 20:0.111 40:0.115 60:0.115 80:0.115 100:0.115 120:0.114 140:0.110 160:0.090 180:0.047
1079.5 P L2 0.980067279203 0:0.103 20:0.096 40:0.099 60:0.099 80:0.100 100:0.100 120:0.099 140:0.099 160:0.096 180:0.108
1079.50 C L1 12
1079.50 C L2 0
1125.07 C L1 13
1125.07 C L2 0
1157.96 C L1 14
1157.96 C L2 0
1266.67 C L1 15
1266.67 C L2 0
1425.08 C L1 14
1425.08 C L2 0
1546.27 C L1 13
1546.27 C L2 0
1548.92 C L1 12
1548.92 C L2 0
1568.70 C L1 12
1568.70 C L2 1
1655.06 C L1 12
1655.06 C L2 0
1678.22 C L1 11
1678.22 C L2 0
1885.73 C L1 10
1885.73 C L2 0
1887.37 C L1 11
1887.37 C L2 0
1979.5 P* L1 0.995502509101 0:0.070 20:0.109 40:0.115 60:0.115 80:0.115 100:0.115 120:0.114 140:0.109 160:0.089 180:0.049
1979.5 P* L2 0.97989930598 0:0.104 20:0.096 40:0.099 60:0.099 80:0.099 100:0.099 120:0.099 140:0.099 160:0.096 180:0.108
1997.15 A L1
1997.15 P L1 1.0 0:0.063 20:0.109 40:0.115 60:0.116 80:0.116 100:0.116 120:0.115 140:0.110 160:0.089 180:0.051
1997.15 P L2 0.979752313849 0:0.104 20:0.096 40:0.099 60:0.099 80:0.099 100:0.099 120:0.099 140:0.099 160:0.096 180:0.109
1997.15 C L1 12
1997.15 C L2 0
2026.25 C L1 13
2026.25 C L2 0
2030.42 D L1
2030.42 P L1 1.0 0:0.057 20:0.107 40:0.116 60:0.117 80:0.117 100:0.117 120:0.116 140:0.111 160:0.090 180:0.051
2030.42 P L2 0.979622270979 0:0.105 20:0.095 40:0.099 60:0.099 80:0.099 100:0.099 120:0.099 140:0.099 160:0.096 180:0.109
2030.42 C L1 12
2030.42 C L2 0
2045.16 D L1
2045.16 P L1 1.0 0:0.051 20:0.105 40:0.117 60:0.118 80:0.118 100:0.118 120:0.117 140:0.111 160:0.092 180:0.052
2045.16 P L2 0.979506152749 0:0.105 20:0.095 40:0.099 60:0.099 80:0.099 100:0.099 120:0.099 140:0.099 160:0.095 180:0.109
2045.16 C L1 11
2045.16 C L2 0
2063.20 C L1 12
2063.20 C L2 0
2073.31 C L1 13
2073.31 C L2 0
2127.14 C L1 13
2127.14 C L2 1
2253.12 C L1 14
2253.12 C L2 1
2272.93 C L1 15
2272.93 C L2 1
2283.04 C L1 15
2283.04 C L2 2
2346.08 C L1 15
2346.08 C L2 3
2396.22 A L1
2396.22 P L1 1.0 0:0.050 20:0.102 40:0.117 60:0.119 80:0.119 100:0.119 120:0.117 140:0.111 160:0.090 180:0.056
2396.22 P L2 0.979401639806 0:0.105 20:0.095 40:0.098 60:0.099 80:0.099 100:0.099 120:0.099 140:0.099 160:0.095 180:0.110
2396.22 C L1 16
2396.22 C L2 3
2398.63 D L1
2398.63 P L1 1.0 0:0.045 20:0.100 40:0.117 60:0.120 80:0.120 100:0.120 120:0.119 140:0.112 160:0.092 180:0.055
2398.63 P L2 0.979306919848 0:0.105 20:0.095 40:0.098 60:0.099 80:0.099 100:0.099 120:0.099 140:0.098 160:0.095 180:0.110
2398.63 C L1 15
2398.63 C L2 3
2410.78 C L1 16
2410.78 C L2 3
2469.15 C L1 17
2469.15 C L2 3
2489.72 C L1 18
2489.72 C L2 3
2514.89 C L1 18
2514.89 C L2 2
2549.12 C L1 19
2549.12 C L2 2
2592.47 C L1 20
2592.47 C L2 2
2600.22 C L1 20
2600.22 C L2 1
2674.01 D L2
2674.01 P L1 0.995046818824 0:0.050 20:0.097 40:0.116 60:0.120 80:0.120 100:0.120 120:0.118 140:0.111 160:0.090 180:0.058
2674.01 P L2 1.0 0:0.084 20:0.099 40:0.102 60:0.104 80:0.104 100:0.104 120:0.104 140:0.103 160:0.099 180:0.098
2674.01 C L1 20
2674.01 C L2 0
2678.97 A L1
2678.97 P L1 1.0 0:0.045 20:0.096 40:0.116 60:0.120 80:0.121 100:0.121 120:0.119 140:0.111 160:0.090 180:0.061
2678.97 P L2 0.99238367041 0:0.084 20:0.098 40:0.102 60:0.104 80:0.104 100:0.104 120:0.104 140:0.103 160:0.099 180:0.099
2678.97 C L1 21
2678.97 C L2 0
2726.53 C L1 20
2726.53 C L2 0
2789.28 C L1 21
2789.28 C L2 0
2807.13 C L1 21
2807.13 C L2 1
2823.69 C L1 21
2823.69 C L2 0
2888.93 C L1 20
2888.93 C L2 0
3004.19 C L1 19
3004.19 C L2 0
3005.83 C L1 18
3005.83 C L2 0
3011.81 C L1 17
3011.81 C L2 0
3021.77 C L1 16
3021.77 C L2 0
3050.15 C L1 15
3050.15 C L2 0
3137.79 C L1 16
3137.79 C L2 0
3198.65 A L1
3198.65 P L1 1.0 0:0.056 20:0.102 40:0.118 60:0.122 80:0.123 100:0.122 120:0.119 140:0.107 160:0.082 180:0.050
3198.65 P L2 0.99517771011 0:0.064 20:0.095 40:0.101 60:0.103 80:0.104 100:0.104 120:0.104 140:0.103 160:0.100 180:0.122
3198.65 C L1 17
3198.65 C L2 0
3203.97 C L1 16
3203.97 C L2 0
3238.54 A L1
3238.54 P L1 1.0 0:0.053 20:0.101 40:0.118 60:0.123 80:0.123 100:0.123 120:0.119 140:0.107 160:0.082 180:0.051
3238.54 P L2 0.992870918566 0:0.065 20:0.094 40:0.101 60:0.103 80:0.104 100:0.104 120:0.104 140:0.103 160:0.100 180:0.122
3238.54 C L1 17
3238.54 C L2 0
3282.08 C L1 18
3282.08 C L2 0
3304.52 C L1 19
3304.52 C L2 0
3312.87 C L1 20
3312.87 C L2 0
3339.80 C L1 21
3339.80 C L2 0
3349.56 D L1
3349.56 P L1 1.0 0:0.048 20:0.099 40:0.119 60:0.124 80:0.125 100:0.124 120:0.120 140:0.109 160:0.084 180:0.050
3349.56 P L2 0.991337390217 0:0.067 20:0.093 40:0.101 60:0.103 80:0.104 100:0.104 120:0.104 140:0.103 160:0.100 180:0.123
3349.56 C L1 20
3349.56 C L2 0
3350.95 D L1
3350.95 P L1 1.0 0:0.043 20:0.097 40:0.118 60:0.124 80:0.125 100:0.125 120:0.121 140:0.110 160:0.085 180:0.050
3350.95 P L2 0.990195859218 0:0.068 20:0.092 40:0.101 60:0.103 80:0.104 100:0.104 120:0.104 140:0.103 160:0.100 180:0.123
3350.95 C L1 19
3350.95 C L2 0
3389.72 C L1 20
3389.72 C L2 0
3438.91 C L1 21
3438.91 C L2 0
3522.71 C L1 21
3522.71 C L2 1
3596.46 C L1 21
3596.46 C L2 0
3601.49 C L1 20
3601.49 C L2 0
3611.03 C L1 21
3611.03 C L2 0
3628.06 C L1 20
3628.06 C L2 0
3659.27 C L1 19
3659.27 C L2 0
3686.77 C L1 18
3686.77 C L2 0
3711.99 C L1 17
3711.99 C L2 0
3712.09 C L1 16
3712.09 C L2 0
3732.28 C L1 15
3732.28 C L2 0
3740.75 D L1
3740.75 P L1 1.0 0:0.040 20:0.094 40:0.118 60:0.125 80:0.127 100:0.126 120:0.122 140:0.111 160:0.087 180:0.051
3740.75 P L2 0.989295284066 0:0.070 20:0.091 40:0.101 60:0.103 80:0.104 100:0.104 120:0.104 140:0.102 160:0.100 180:0.123
3740.75 C L1 14
3740.75 C L2 0
3758.22 C L1 15
3758.22 C L2 0
3764.60 C L1 14
3764.60 C L2 0
3800.13 C L1 13
3800.13 C L2 0
3835.38 C L1 14
3835.38 C L2 0
3892.88 D L1
