<root>
  <name value="High Churn"/>
  <lot name="L1" capacity="200" count="200" weight="0.9" poi="A" order="1"/>
  <lot name="L2" capacity="200" count="200" weight="0.1" poi="A" order="1"/>
  <rate length="4H" arrival="200H" departure="150H"/>
  <rate length="4H" arrival="150H" departure="200H"/>
  <rate length="4H" arrival="200H" departure="150H"/>
  <rate length="4H" arrival="150H" departure="200H"/>
  <rate length="4H" arrival="200H" departure="150H"/>
  <rate length="4H" arrival="150H" departure="200H"/>
  <simulation monitored="0.01" search="0.0" arrival="0.9" departure="0.9" seed="5"/>
  <estimation error="0.1" interval="900.0" seed="None" search="1.0" monitored="0.00994328926681"/>
</root>

--------------------------
17.55 C L1 200
17.55 C L2 200
32.50 C L1 199
32.50 C L2 200
57.62 C L1 199
57.62 C L2 199
63.55 C L1 200
63.55 C L2 199
64.42 C L1 199
64.42 C L2 199
67.95 C L1 200
67.95 C L2 199
68.59 C L1 199
68.59 C L2 199
70.38 C L1 199
70.38 C L2 200
74.41 C L1 199
74.41 C L2 199
129.00 C L1 200
129.00 C L2 199
135.39 C L1 200
135.39 C L2 200
141.85 C L1 200
141.85 C L2 200
142.33 C L1 199
142.33 C L2 200
149.27 C L1 200
149.27 C L2 200
151.44 C L1 199
151.44 C L2 200
151.87 C L1 199
151.87 C L2 199
152.09 C L1 198
152.09 C L2 199
157.34 C L1 198
157.34 C L2 198
167.48 C L1 197
167.48 C L2 198
170.22 C L1 197
170.22 C L2 197
171.12 C L1 197
171.12 C L2 196
193.77 C L1 197
193.77 C L2 195
212.67 C L1 196
212.67 C L2 195
214.63 C L1 195
214.63 C L2 195
215.74 C L1 196
215.74 C L2 195
218.86 C L1 195
218.86 C L2 195
225.11 C L1 196
225.11 C L2 195
225.71 C L1 197
225.71 C L2 195
233.45 C L1 197
233.45 C L2 194
236.16 C L1 196
236.16 C L2 194
244.54 C L1 195
244.54 C L2 194
249.39 C L1 196
249.39 C L2 194
261.13 C L1 197
261.13 C L2 194
269.65 C L1 197
269.65 C L2 195
282.10 C L1 198
282.10 C L2 195
309.52 C L1 199
309.52 C L2 195
334.06 C L1 199
334.06 C L2 194
336.36 C L1 200
336.36 C L2 194
344.90 C L1 200
344.90 C L2 193
362.79 C L1 200
362.79 C L2 194
370.08 C L1 199
370.08 C L2 194
382.84 C L1 200
382.84 C L2 194
408.42 C L1 199
408.42 C L2 194
414.54 C L1 199
414.54 C L2 195
428.11 C L1 200
428.11 C L2 195
436.40 C L1 200
436.40 C L2 194
439.78 C L1 200
439.78 C L2 195
440.92 C L1 200
440.92 C L2 194
441.60 C L1 199
441.60 C L2 194
447.53 C L1 199
447.53 C L2 193
457.38 C L1 200
457.38 C L2 193
462.84 C L1 199
462.84 C L2 193
464.25 C L1 200
464.25 C L2 193
469.14 C L1 200
469.14 C L2 194
475.02 C L1 200
475.02 C L2 195
